ProviderType,DFTA ID,ContractYear,SponsorName,ProgramName,ServiceID,ServiceName,BudgetedUnits
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,CNBK,CONGREGATE BREAKFASTS,39000
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,CNLH,CONGREGATE LUNCH,56250
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,HLMG,HEALTH MANAGEMENT,2980
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,780
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,ICSA,ISC CASE ASSISTANCE,850
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,IINF,ISC INFORMATION,63
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,INED,ISC NUTRITION EDUCATION,60
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,ITEL,IN-HOME TELEPHONE,250
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,6400
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,SCED,EDUCATION,414
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,TECH,TECHNOLOGY,150
SENIOR CENTER CONTRACTS,28B01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI Innovative Senior Center,TRAN,TRANSPORTATION,2700
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,ARTS,ARTS,125
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,40000
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,4000
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,500
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,21840
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,300
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,SCED,EDUCATION,291
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,SCIN,SR CTR INFORMATION,63
SENIOR CENTER CONTRACTS,28C01,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,Sephardic Multi-Service Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,840
SENIOR CENTER CONTRACTS,28C02,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,House of Jacob Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,30000
SENIOR CENTER CONTRACTS,28C02,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,House of Jacob Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,500
SENIOR CENTER CONTRACTS,28C02,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,House of Jacob Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,7200
SENIOR CENTER CONTRACTS,28C02,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,House of Jacob Neighborhood Senior Center,SCED,EDUCATION,670
SENIOR CENTER CONTRACTS,28C02,2019,SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,House of Jacob Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,480
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,ARTS,ARTS,150
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,22500
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1040
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,11550
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,604
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,SCCN,SR CTR COUNSELING,200
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,SCED,EDUCATION,425
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,SCIN,SR CTR INFORMATION,125
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,450
SENIOR CENTER CONTRACTS,28D01,2019,AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO,AMICO Eileen Dugan Neighborhood Senior Center,TECH,TECHNOLOGY,25
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,ARTS,ARTS,500
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,CNBK,CONGREGATE BREAKFASTS,20080
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,CNLH,CONGREGATE LUNCH,45160
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,HLMG,HEALTH MANAGEMENT,4913
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,HPEB,HEALTH PROMO EVID BASED,5994
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,20018
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,SCCA,SR CTR CASE ASSISTANCE,2707
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,SCED,EDUCATION,701
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,SCIN,SR CTR INFORMATION,658
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,SCNE,SR CTR NUTRITION EDUC,720
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,TECH,TECHNOLOGY,500
SENIOR CENTER CONTRACTS,28G01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,Ridgewood Bushwick Innovative Senior Center,TRAN,TRANSPORTATION,8500
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,ARTS,ARTS,208
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,HLMG,HEALTH MANAGEMENT,300
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,PHEX,PHYSICAL HEALTH/EXERCISE,5165
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,SCCA,SR CTR CASE ASSISTANCE,215
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,SCED,EDUCATION,500
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,SCIN,SR CTR INFORMATION,175
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,SCNE,SR CTR NUTRITION EDUC,120
SENIOR CENTER CONTRACTS,28J01,2019,HEIGHTS AND HILLS INC.,Park Slope Center for Successful Aging,TECH,TECHNOLOGY,52
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,ARTS,ARTS,13
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,CNLH,CONGREGATE LUNCH,500
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,HLMG,HEALTH MANAGEMENT,150
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,ICHR,IN-HOME CHORE,100
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,ITEL,IN-HOME TELEPHONE,1100
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,IVST,IN-HOME VISITING,1005
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,OTAD,OTHER-SADS,10
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,PHEX,PHYSICAL HEALTH/EXERCISE,100
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,SCCA,SR CTR CASE ASSISTANCE,400
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,SCED,EDUCATION,22
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,SCIN,SR CTR INFORMATION,100
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,SCNE,SR CTR NUTRITION EDUC,50
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,TECH,TECHNOLOGY,15
SENIOR CENTER CONTRACTS,2N701,2019,SBH COMMUNITY SERVICE NETWORKINC.,COMMUNITY SERVICE NETWORK NORC,TRAN,TRANSPORTATION,100
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,ARTS,ARTS,20
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,24250
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,700
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1260
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,120
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,SCED,EDUCATION,205
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,SCIN,SR CTR INFORMATION,31
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,540
SENIOR CENTER CONTRACTS,30C01,2019,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,Moriah Older Adult Luncheon Neighborhood Senior Center,TECH,TECHNOLOGY,45
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,ARTS,ARTS,104
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,26250
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,2500
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4500
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,500
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,SCED,EDUCATION,200
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,SCIN,SR CTR INFORMATION,38
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,105
SENIOR CENTER CONTRACTS,30P01,2019,ASSOCIATION OF BLACK SOCIAL WORKERS INC,ABSW Neighborhood Senior Center,TECH,TECHNOLOGY,105
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,ARTS,ARTS,100
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,31560
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,308
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,3200
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,170
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,SCED,EDUCATION,780
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,SCIN,SR CTR INFORMATION,755
SENIOR CENTER CONTRACTS,30Q01,2019,BOWERY RESIDENTS COMMITTEE INC,BRC Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,585
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,ARTS,ARTS,50
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,5000
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1040
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,ISHP,IN-HOME SHOPPING ASSIST,12
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,1500
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5000
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,4200
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,SCED,EDUCATION,598
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,SCIN,SR CTR INFORMATION,631
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,240
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,TECH,TECHNOLOGY,52
SENIOR CENTER CONTRACTS,30R01,2019,CANAAN BAPTIST CHURCH OF CHRIST,Canaan Neighborhood Senior Center,TRAN,TRANSPORTATION,2500
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,ARTS,ARTS,156
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,26861
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,5289
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,7800
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,6240
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,501
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,SCED,EDUCATION,208
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,SCIN,SR CTR INFORMATION,75
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,150
SENIOR CENTER CONTRACTS,31701,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Luncheon Club Neighborhood Senior Center,TECH,TECHNOLOGY,156
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,ARTS,ARTS,100
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,16000
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,3120
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,240
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4000
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,850
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,SCED,EDUCATION,150
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,SCIN,SR CTR INFORMATION,210
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,60
SENIOR CENTER CONTRACTS,31702,2019,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,Carter Burden Roosevelt Island Neighborhood Senior Center,TECH,TECHNOLOGY,150
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,ARTS,ARTS,270
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,9000
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,18000
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,360
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,132
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,IVST,IN-HOME VISITING,12
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,3120
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,180
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,SCED,EDUCATION,384
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,SCIN,SR CTR INFORMATION,120
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,150
SENIOR CENTER CONTRACTS,31T01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,Jackie Robinson Neighborhood Senior Center,TECH,TECHNOLOGY,100
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,ARTS,ARTS,728
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,80000
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,7200
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,IVST,IN-HOME VISITING,60
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5460
SENIOR CENTER CONTRACTS,32001,2019,CHINESE-AMERICAN PLANNING COUNCIL INC,NY Chinatown Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,2354
